Province_State,date,Lat,Long_,Confirmed,Deaths,STATE,COUNTY,POPESTIMATE2019,covid symptoms,do i have covid,covid test,covid near me,covid vaccines,covid travel,travel restrictions,covid depression,covid health insurance,test sites,bars near me,Confirmed_Percent,Deaths_Percent,Confirmed_Percent_Smooth,Deaths_Percent_Smooth,Confirmed_Smooth,Deaths_Smooth
Colorado,2020-06-29 00:00:01,38.931306821147544,-105.53290265081966,3.545959370606118,0.08691076888740483,8.0,61.868852459016395,94311.91803278688,52,25,24,21,0,11,31,0,0,11,49,-28.16901408450703,149.99999999999997,8.302761345946715,inf,4.385638678698069,0.072023799353885
Colorado,2020-06-30 00:00:01,38.931306821147544,-105.53290265081966,3.545959370606118,0.15643938399732873,8.0,61.868852459016395,94311.91803278688,48,26,54,23,0,17,20,11,0,0,43,0.0,80.00000000000004,6.223268683163738,62.75164547537942,4.482382946683385,0.07450456029551808
Colorado,2020-07-01 00:00:01,38.931306821147544,-105.53290265081966,5.457996286129024,0.12167507644236678,8.0,61.868852459016395,94311.91803278688,56,0,43,19,0,15,19,0,0,0,85,53.92156862745095,-22.222222222222236,4.231926691821745,38.46593118966515,4.522000601354153,0.06208032257572127
Colorado,2020-07-02 00:00:01,38.931306821147544,-105.53290265081966,5.614435670126352,0.06952861510992388,8.0,61.868852459016395,94311.91803278688,67,0,29,22,0,13,29,0,0,0,55,2.866242038216546,-42.85714285714285,6.31190762036337,47.53622597424565,4.650967717888837,0.07449494476063272
Colorado,2020-07-03 00:00:01,38.931306821147544,-105.53290265081966,4.519359982145052,0.0,8.0,61.868852459016395,94311.91803278688,59,58,48,32,0,13,13,11,0,10,28,-19.50464396284828,-100.0,3.345056423211577,41.417233560090715,4.648484553063483,0.07946127441134157
Colorado,2020-07-04 00:00:01,38.931306821147544,-105.53290265081966,4.415067059480165,0.0,8.0,61.868852459016395,94311.91803278688,43,31,29,19,0,16,26,0,0,0,25,-2.307692307692329,,0.8673206895418909,12.845804988662135,4.506944158018279,0.06952861510992386
Colorado,2020-07-05 00:00:01,38.931306821147544,-105.53290265081966,3.4590486017187128,0.0,8.0,61.868852459016395,94311.91803278688,34,48,54,41,0,10,21,0,11,0,36,-21.6535433070866,,4.638596732111307,,4.576472773128203,0.06704545028456946
Colorado,2020-07-06 00:00:01,38.931306821147544,-105.53290265081966,3.337373525276346,-0.1738215377748097,8.0,61.868852459016395,94311.91803278688,57,26,53,38,0,10,22,0,0,11,25,-3.517587939698495,-inf,-2.121011856638106,,4.365403762973077,0.062079120633860604
Colorado,2020-07-07 00:00:01,38.931306821147544,-105.53290265081966,7.074536587434754,0.08691076888740483,8.0,61.868852459016395,94311.91803278688,54,26,36,34,0,14,27,0,0,0,24,111.97916666666669,-150.0,1.4006204497631134,,4.335605785068824,0.024831648253544242
Colorado,2020-07-08 00:00:01,38.931306821147544,-105.53290265081966,7.8567335074213975,0.13905723021984776,8.0,61.868852459016395,94311.91803278688,63,26,29,35,0,8,16,13,0,13,97,11.05651105651105,60.00000000000003,17.397644259286924,,4.839688244615772,0.014898988952126544
