,date,date,State,State,covid symptoms,do i have covid
4531,2020-07-31,2020-07-31,NE,NE,74,35
4532,2020-08-01,2020-08-01,NE,NE,46,0
4533,2020-08-02,2020-08-02,NE,NE,75,40
4534,2020-08-03,2020-08-03,NE,NE,58,0
4535,2020-08-04,2020-08-04,NE,NE,47,34
4536,2020-08-05,2020-08-05,NE,NE,58,34
4537,2020-08-06,2020-08-06,NE,NE,49,0
4538,2020-08-07,2020-08-07,NE,NE,46,34
4539,2020-08-08,2020-08-08,NE,NE,39,39
4540,2020-08-09,2020-08-09,NE,NE,57,0
4541,2020-08-10,2020-08-10,NE,NE,73,0
4542,2020-08-11,2020-08-11,NE,NE,38,32
4543,2020-08-12,2020-08-12,NE,NE,81,0
4544,2020-08-13,2020-08-13,NE,NE,57,34
4545,2020-08-14,2020-08-14,NE,NE,43,33
4546,2020-08-15,2020-08-15,NE,NE,27,0
4547,2020-08-16,2020-08-16,NE,NE,47,0
4548,2020-08-17,2020-08-17,NE,NE,62,0
4549,2020-08-18,2020-08-18,NE,NE,54,48
4550,2020-08-19,2020-08-19,NE,NE,37,62
4551,2020-08-20,2020-08-20,NE,NE,36,31
4552,2020-08-21,2020-08-21,NE,NE,41,0
4553,2020-08-22,2020-08-22,NE,NE,24,0
4554,2020-08-23,2020-08-23,NE,NE,41,0
4555,2020-08-24,2020-08-24,NE,NE,39,0
4556,2020-08-25,2020-08-25,NE,NE,46,0
4557,2020-08-26,2020-08-26,NE,NE,44,30
4558,2020-08-27,2020-08-27,NE,NE,46,0
4559,2020-08-28,2020-08-28,NE,NE,42,0
4560,2020-08-29,2020-08-29,NE,NE,40,0
4561,2020-08-30,2020-08-30,NE,NE,81,37
4562,2020-08-31,2020-08-31,NE,NE,34,0
4563,2020-09-01,2020-09-01,NE,NE,35,0
4564,2020-09-02,2020-09-02,NE,NE,49,30
4565,2020-09-03,2020-09-03,NE,NE,42,0
4566,2020-09-04,2020-09-04,NE,NE,36,0
4567,2020-09-05,2020-09-05,NE,NE,50,38
4568,2020-09-06,2020-09-06,NE,NE,36,0
4569,2020-09-07,2020-09-07,NE,NE,42,0
4570,2020-09-08,2020-09-08,NE,NE,41,0
4571,2020-09-09,2020-09-09,NE,NE,39,30
4572,2020-09-10,2020-09-10,NE,NE,27,0
4573,2020-09-11,2020-09-11,NE,NE,42,0
4574,2020-09-12,2020-09-12,NE,NE,17,37
4575,2020-09-13,2020-09-13,NE,NE,58,0
4576,2020-09-14,2020-09-14,NE,NE,49,0
4577,2020-09-15,2020-09-15,NE,NE,28,0
4578,2020-09-16,2020-09-16,NE,NE,39,0
4579,2020-09-17,2020-09-17,NE,NE,38,30
4580,2020-09-18,2020-09-18,NE,NE,44,0
4581,2020-09-19,2020-09-19,NE,NE,43,0
4582,2020-09-20,2020-09-20,NE,NE,34,0
4583,2020-09-21,2020-09-21,NE,NE,53,0
4584,2020-09-22,2020-09-22,NE,NE,68,0
4585,2020-09-23,2020-09-23,NE,NE,67,30
4586,2020-09-24,2020-09-24,NE,NE,38,0
4587,2020-09-25,2020-09-25,NE,NE,43,34
4588,2020-09-26,2020-09-26,NE,NE,36,0
4589,2020-09-27,2020-09-27,NE,NE,62,37
4590,2020-09-28,2020-09-28,NE,NE,41,0
4591,2020-09-29,2020-09-29,NE,NE,44,0
4592,2020-09-30,2020-09-30,NE,NE,44,0
4593,2020-10-01,2020-10-01,NE,NE,42,0
4594,2020-10-02,2020-10-02,NE,NE,50,0
4595,2020-10-03,2020-10-03,NE,NE,55,0
4596,2020-10-04,2020-10-04,NE,NE,100,38
4597,2020-10-05,2020-10-05,NE,NE,69,0
4598,2020-10-06,2020-10-06,NE,NE,80,0
4599,2020-10-07,2020-10-07,NE,NE,56,0
4600,2020-03-22,2020-03-22,NV,NV,35,0
4601,2020-03-23,2020-03-23,NV,NV,53,0
4602,2020-03-24,2020-03-24,NV,NV,52,31
4603,2020-03-25,2020-03-25,NV,NV,57,0
4604,2020-03-26,2020-03-26,NV,NV,45,64
4605,2020-03-27,2020-03-27,NV,NV,47,0
4606,2020-03-28,2020-03-28,NV,NV,42,0
4607,2020-03-29,2020-03-29,NV,NV,77,69
4608,2020-03-30,2020-03-30,NV,NV,46,31
4609,2020-03-31,2020-03-31,NV,NV,63,31
4610,2020-04-01,2020-04-01,NV,NV,58,0
4611,2020-04-02,2020-04-02,NV,NV,49,0
4612,2020-04-03,2020-04-03,NV,NV,35,62
4613,2020-04-04,2020-04-04,NV,NV,69,33
4614,2020-04-05,2020-04-05,NV,NV,53,34
4615,2020-04-06,2020-04-06,NV,NV,63,0
4616,2020-04-07,2020-04-07,NV,NV,41,0
4617,2020-04-08,2020-04-08,NV,NV,30,0
4618,2020-04-09,2020-04-09,NV,NV,29,0
4619,2020-04-10,2020-04-10,NV,NV,35,0
4620,2020-04-11,2020-04-11,NV,NV,31,0
4621,2020-04-12,2020-04-12,NV,NV,30,0
4622,2020-04-13,2020-04-13,NV,NV,32,0
4623,2020-04-14,2020-04-14,NV,NV,17,0
4624,2020-04-15,2020-04-15,NV,NV,26,0
4625,2020-04-16,2020-04-16,NV,NV,13,0
4626,2020-04-17,2020-04-17,NV,NV,22,30
4627,2020-04-18,2020-04-18,NV,NV,15,0
4628,2020-04-19,2020-04-19,NV,NV,40,0
4629,2020-04-20,2020-04-20,NV,NV,25,0
4630,2020-04-21,2020-04-21,NV,NV,24,30
4631,2020-04-22,2020-04-22,NV,NV,15,0
4632,2020-04-23,2020-04-23,NV,NV,25,0
4633,2020-04-24,2020-04-24,NV,NV,21,30
4634,2020-04-25,2020-04-25,NV,NV,17,0
4635,2020-04-26,2020-04-26,NV,NV,27,0
4636,2020-04-27,2020-04-27,NV,NV,28,30
4637,2020-04-28,2020-04-28,NV,NV,36,30
4638,2020-04-29,2020-04-29,NV,NV,26,0
4639,2020-04-30,2020-04-30,NV,NV,34,0
4640,2020-05-01,2020-05-01,NV,NV,31,0
4641,2020-05-02,2020-05-02,NV,NV,17,33
4642,2020-05-03,2020-05-03,NV,NV,8,0
4643,2020-05-04,2020-05-04,NV,NV,27,30
4644,2020-05-05,2020-05-05,NV,NV,18,29
4645,2020-05-06,2020-05-06,NV,NV,24,30
4646,2020-05-07,2020-05-07,NV,NV,15,0
4647,2020-05-08,2020-05-08,NV,NV,21,0
4648,2020-05-09,2020-05-09,NV,NV,21,0
4649,2020-05-10,2020-05-10,NV,NV,19,0
4650,2020-05-11,2020-05-11,NV,NV,21,31
4651,2020-05-12,2020-05-12,NV,NV,19,31
4652,2020-05-13,2020-05-13,NV,NV,17,30
4653,2020-05-14,2020-05-14,NV,NV,20,0
4654,2020-05-15,2020-05-15,NV,NV,27,0
4655,2020-05-16,2020-05-16,NV,NV,15,0
4656,2020-05-17,2020-05-17,NV,NV,21,0
4657,2020-05-18,2020-05-18,NV,NV,21,0
4658,2020-05-19,2020-05-19,NV,NV,19,0
4659,2020-05-20,2020-05-20,NV,NV,29,0
4660,2020-05-21,2020-05-21,NV,NV,21,0
4661,2020-05-22,2020-05-22,NV,NV,16,0
4662,2020-05-23,2020-05-23,NV,NV,22,0
4663,2020-05-24,2020-05-24,NV,NV,12,36
4664,2020-05-25,2020-05-25,NV,NV,22,0
4665,2020-05-26,2020-05-26,NV,NV,21,0
4666,2020-05-27,2020-05-27,NV,NV,12,30
4667,2020-05-28,2020-05-28,NV,NV,14,31
4668,2020-05-29,2020-05-29,NV,NV,16,0
4669,2020-05-30,2020-05-30,NV,NV,25,0
4670,2020-05-31,2020-05-31,NV,NV,11,33
4671,2020-06-01,2020-06-01,NV,NV,19,0
4672,2020-06-02,2020-06-02,NV,NV,9,0
4673,2020-06-03,2020-06-03,NV,NV,13,0
4674,2020-06-04,2020-06-04,NV,NV,17,0
4675,2020-06-05,2020-06-05,NV,NV,15,0
4676,2020-06-06,2020-06-06,NV,NV,10,0
4677,2020-06-07,2020-06-07,NV,NV,14,34
4678,2020-06-08,2020-06-08,NV,NV,16,0
4679,2020-06-09,2020-06-09,NV,NV,15,0
4680,2020-06-10,2020-06-10,NV,NV,19,0
4681,2020-06-11,2020-06-11,NV,NV,15,30
4682,2020-06-12,2020-06-12,NV,NV,14,0
4683,2020-06-13,2020-06-13,NV,NV,21,0
4684,2020-06-14,2020-06-14,NV,NV,17,0
4685,2020-06-15,2020-06-15,NV,NV,14,0
4686,2020-06-16,2020-06-16,NV,NV,26,0
4687,2020-06-17,2020-06-17,NV,NV,17,0
4688,2020-06-18,2020-06-18,NV,NV,38,0
4689,2020-06-19,2020-06-19,NV,NV,25,0
4690,2020-06-20,2020-06-20,NV,NV,43,0
4691,2020-06-21,2020-06-21,NV,NV,24,0
4692,2020-06-22,2020-06-22,NV,NV,31,0
4693,2020-06-23,2020-06-23,NV,NV,42,32
4694,2020-06-24,2020-06-24,NV,NV,38,0
4695,2020-06-25,2020-06-25,NV,NV,49,0
4696,2020-06-26,2020-06-26,NV,NV,65,64
4697,2020-06-27,2020-06-27,NV,NV,43,35
4698,2020-06-28,2020-06-28,NV,NV,40,100
4699,2020-06-29,2020-06-29,NV,NV,56,0
4700,2020-06-30,2020-06-30,NV,NV,100,50
4701,2020-07-01,2020-07-01,NV,NV,83,100
4702,2020-07-02,2020-07-02,NV,NV,83,0
4703,2020-07-03,2020-07-03,NV,NV,63,34
4704,2020-07-04,2020-07-04,NV,NV,76,0
4705,2020-07-05,2020-07-05,NV,NV,58,38
4706,2020-07-06,2020-07-06,NV,NV,59,0
4707,2020-07-07,2020-07-07,NV,NV,75,0
4708,2020-07-08,2020-07-08,NV,NV,68,0
4709,2020-07-09,2020-07-09,NV,NV,80,0
4710,2020-07-10,2020-07-10,NV,NV,44,34
4711,2020-07-11,2020-07-11,NV,NV,57,0
4712,2020-07-12,2020-07-12,NV,NV,42,0
4713,2020-07-13,2020-07-13,NV,NV,66,96
4714,2020-07-14,2020-07-14,NV,NV,79,33
4715,2020-07-15,2020-07-15,NV,NV,81,0
4716,2020-07-16,2020-07-16,NV,NV,53,33
4717,2020-07-17,2020-07-17,NV,NV,58,50
4718,2020-07-18,2020-07-18,NV,NV,54,0
4719,2020-07-19,2020-07-19,NV,NV,33,0
4720,2020-07-20,2020-07-20,NV,NV,57,33
4721,2020-07-21,2020-07-21,NV,NV,47,33
4722,2020-07-22,2020-07-22,NV,NV,49,67
4723,2020-07-23,2020-07-23,NV,NV,41,0
4724,2020-07-24,2020-07-24,NV,NV,44,34
4725,2020-07-25,2020-07-25,NV,NV,35,0
4726,2020-07-26,2020-07-26,NV,NV,43,73
4727,2020-07-27,2020-07-27,NV,NV,65,0
4728,2020-07-28,2020-07-28,NV,NV,32,100
4729,2020-07-29,2020-07-29,NV,NV,55,0
4730,2020-07-30,2020-07-30,NV,NV,44,33
4731,2020-07-31,2020-07-31,NV,NV,25,0
4732,2020-08-01,2020-08-01,NV,NV,35,36
4733,2020-08-02,2020-08-02,NV,NV,47,37
4734,2020-08-03,2020-08-03,NV,NV,51,0
4735,2020-08-04,2020-08-04,NV,NV,44,32
4736,2020-08-05,2020-08-05,NV,NV,45,49
4737,2020-08-06,2020-08-06,NV,NV,41,33
4738,2020-08-07,2020-08-07,NV,NV,32,0
4739,2020-08-08,2020-08-08,NV,NV,33,36
4740,2020-08-09,2020-08-09,NV,NV,29,0
4741,2020-08-10,2020-08-10,NV,NV,34,66
4742,2020-08-11,2020-08-11,NV,NV,50,0
4743,2020-08-12,2020-08-12,NV,NV,17,33
4744,2020-08-13,2020-08-13,NV,NV,39,0
4745,2020-08-14,2020-08-14,NV,NV,30,33
4746,2020-08-15,2020-08-15,NV,NV,37,0
4747,2020-08-16,2020-08-16,NV,NV,30,0
4748,2020-08-17,2020-08-17,NV,NV,26,32
4749,2020-08-18,2020-08-18,NV,NV,26,0
4750,2020-08-19,2020-08-19,NV,NV,14,0
4751,2020-08-20,2020-08-20,NV,NV,24,0
4752,2020-08-21,2020-08-21,NV,NV,35,0
4753,2020-08-22,2020-08-22,NV,NV,44,35
4754,2020-08-23,2020-08-23,NV,NV,24,0
4755,2020-08-24,2020-08-24,NV,NV,27,0
4756,2020-08-25,2020-08-25,NV,NV,21,0
4757,2020-08-26,2020-08-26,NV,NV,23,0
4758,2020-08-27,2020-08-27,NV,NV,21,0
4759,2020-08-28,2020-08-28,NV,NV,25,30
4760,2020-08-29,2020-08-29,NV,NV,10,34
4761,2020-08-30,2020-08-30,NV,NV,20,35
4762,2020-08-31,2020-08-31,NV,NV,33,29
4763,2020-09-01,2020-09-01,NV,NV,15,0
4764,2020-09-02,2020-09-02,NV,NV,17,0
4765,2020-09-03,2020-09-03,NV,NV,26,0
4766,2020-09-04,2020-09-04,NV,NV,22,0
4767,2020-09-05,2020-09-05,NV,NV,18,0
4768,2020-09-06,2020-09-06,NV,NV,18,0
4769,2020-09-07,2020-09-07,NV,NV,15,34
4770,2020-09-08,2020-09-08,NV,NV,20,0
4771,2020-09-09,2020-09-09,NV,NV,36,0
4772,2020-09-10,2020-09-10,NV,NV,19,0
4773,2020-09-11,2020-09-11,NV,NV,19,0
4774,2020-09-12,2020-09-12,NV,NV,26,36
4775,2020-09-13,2020-09-13,NV,NV,25,34
4776,2020-09-14,2020-09-14,NV,NV,22,0
4777,2020-09-15,2020-09-15,NV,NV,20,0
4778,2020-09-16,2020-09-16,NV,NV,24,30
4779,2020-09-17,2020-09-17,NV,NV,15,29
4780,2020-09-18,2020-09-18,NV,NV,21,60
4781,2020-09-19,2020-09-19,NV,NV,26,0
4782,2020-09-20,2020-09-20,NV,NV,22,0
4783,2020-09-21,2020-09-21,NV,NV,13,0
4784,2020-09-22,2020-09-22,NV,NV,25,0
4785,2020-09-23,2020-09-23,NV,NV,31,0
4786,2020-09-24,2020-09-24,NV,NV,29,0
4787,2020-09-25,2020-09-25,NV,NV,25,33
4788,2020-09-26,2020-09-26,NV,NV,19,38
4789,2020-09-27,2020-09-27,NV,NV,19,0
4790,2020-09-28,2020-09-28,NV,NV,22,33
4791,2020-09-29,2020-09-29,NV,NV,35,0
4792,2020-09-30,2020-09-30,NV,NV,24,0
4793,2020-10-01,2020-10-01,NV,NV,26,0
4794,2020-10-02,2020-10-02,NV,NV,41,0
4795,2020-10-03,2020-10-03,NV,NV,47,37
4796,2020-10-04,2020-10-04,NV,NV,36,37
4797,2020-10-05,2020-10-05,NV,NV,34,49
4798,2020-10-06,2020-10-06,NV,NV,39,65
4799,2020-10-07,2020-10-07,NV,NV,43,0
4800,2020-03-22,2020-03-22,NH,NH,90,52
4801,2020-03-23,2020-03-23,NH,NH,84,83
4802,2020-03-24,2020-03-24,NH,NH,41,0
4803,2020-03-25,2020-03-25,NH,NH,100,0
4804,2020-03-26,2020-03-26,NH,NH,54,46
4805,2020-03-27,2020-03-27,NH,NH,83,0
4806,2020-03-28,2020-03-28,NH,NH,81,0
4807,2020-03-29,2020-03-29,NH,NH,62,48
4808,2020-03-30,2020-03-30,NH,NH,45,0
4809,2020-03-31,2020-03-31,NH,NH,89,0
4810,2020-04-01,2020-04-01,NH,NH,52,0
4811,2020-04-02,2020-04-02,NH,NH,64,0
4812,2020-04-03,2020-04-03,NH,NH,45,42
4813,2020-04-04,2020-04-04,NH,NH,66,51
4814,2020-04-05,2020-04-05,NH,NH,34,0
4815,2020-04-06,2020-04-06,NH,NH,47,44
4816,2020-04-07,2020-04-07,NH,NH,37,0
4817,2020-04-08,2020-04-08,NH,NH,60,0
4818,2020-04-09,2020-04-09,NH,NH,32,0
4819,2020-04-10,2020-04-10,NH,NH,26,0
4820,2020-04-11,2020-04-11,NH,NH,38,0
4821,2020-04-12,2020-04-12,NH,NH,35,0
4822,2020-04-13,2020-04-13,NH,NH,38,41
4823,2020-04-14,2020-04-14,NH,NH,30,0
4824,2020-04-15,2020-04-15,NH,NH,20,43
4825,2020-04-16,2020-04-16,NH,NH,41,0
4826,2020-04-17,2020-04-17,NH,NH,29,0
4827,2020-04-18,2020-04-18,NH,NH,25,0
4828,2020-04-19,2020-04-19,NH,NH,16,0
4829,2020-04-20,2020-04-20,NH,NH,29,0
4830,2020-04-21,2020-04-21,NH,NH,28,0
4831,2020-04-22,2020-04-22,NH,NH,20,43
4832,2020-04-23,2020-04-23,NH,NH,26,0
4833,2020-04-24,2020-04-24,NH,NH,23,0
4834,2020-04-25,2020-04-25,NH,NH,43,0
4835,2020-04-26,2020-04-26,NH,NH,25,49
4836,2020-04-27,2020-04-27,NH,NH,25,0
4837,2020-04-28,2020-04-28,NH,NH,53,0
4838,2020-04-29,2020-04-29,NH,NH,31,46
4839,2020-04-30,2020-04-30,NH,NH,32,0
4840,2020-05-01,2020-05-01,NH,NH,26,0
4841,2020-05-02,2020-05-02,NH,NH,43,0
4842,2020-05-03,2020-05-03,NH,NH,24,0
4843,2020-05-04,2020-05-04,NH,NH,14,0
4844,2020-05-05,2020-05-05,NH,NH,21,0
4845,2020-05-06,2020-05-06,NH,NH,26,0
4846,2020-05-07,2020-05-07,NH,NH,33,0
4847,2020-05-08,2020-05-08,NH,NH,23,0
4848,2020-05-09,2020-05-09,NH,NH,29,48
4849,2020-05-10,2020-05-10,NH,NH,19,0
4850,2020-05-11,2020-05-11,NH,NH,42,0
4851,2020-05-12,2020-05-12,NH,NH,17,0
4852,2020-05-13,2020-05-13,NH,NH,44,45
4853,2020-05-14,2020-05-14,NH,NH,31,46
4854,2020-05-15,2020-05-15,NH,NH,34,0
4855,2020-05-16,2020-05-16,NH,NH,24,0
4856,2020-05-17,2020-05-17,NH,NH,27,0
4857,2020-05-18,2020-05-18,NH,NH,29,0
4858,2020-05-19,2020-05-19,NH,NH,30,0
4859,2020-05-20,2020-05-20,NH,NH,17,0
4860,2020-05-21,2020-05-21,NH,NH,28,0
4861,2020-05-22,2020-05-22,NH,NH,11,0
4862,2020-05-23,2020-05-23,NH,NH,33,0
4863,2020-05-24,2020-05-24,NH,NH,37,0
4864,2020-05-25,2020-05-25,NH,NH,38,0
4865,2020-05-26,2020-05-26,NH,NH,17,46
4866,2020-05-27,2020-05-27,NH,NH,37,0
4867,2020-05-28,2020-05-28,NH,NH,27,0
4868,2020-05-29,2020-05-29,NH,NH,20,0
4869,2020-05-30,2020-05-30,NH,NH,20,0
4870,2020-05-31,2020-05-31,NH,NH,40,0
4871,2020-06-01,2020-06-01,NH,NH,24,0
4872,2020-06-02,2020-06-02,NH,NH,26,0
4873,2020-06-03,2020-06-03,NH,NH,29,0
4874,2020-06-04,2020-06-04,NH,NH,20,0
4875,2020-06-05,2020-06-05,NH,NH,20,0
4876,2020-06-06,2020-06-06,NH,NH,23,0
4877,2020-06-07,2020-06-07,NH,NH,15,0
4878,2020-06-08,2020-06-08,NH,NH,17,0
4879,2020-06-09,2020-06-09,NH,NH,25,44
4880,2020-06-10,2020-06-10,NH,NH,21,0
4881,2020-06-11,2020-06-11,NH,NH,21,0
4882,2020-06-12,2020-06-12,NH,NH,22,50
4883,2020-06-13,2020-06-13,NH,NH,17,0
4884,2020-06-14,2020-06-14,NH,NH,37,0
4885,2020-06-15,2020-06-15,NH,NH,16,0
4886,2020-06-16,2020-06-16,NH,NH,18,0
4887,2020-06-17,2020-06-17,NH,NH,26,0
4888,2020-06-18,2020-06-18,NH,NH,28,50
4889,2020-06-19,2020-06-19,NH,NH,12,0
4890,2020-06-20,2020-06-20,NH,NH,12,0
4891,2020-06-21,2020-06-21,NH,NH,33,0
4892,2020-06-22,2020-06-22,NH,NH,14,0
4893,2020-06-23,2020-06-23,NH,NH,15,0
4894,2020-06-24,2020-06-24,NH,NH,21,0
4895,2020-06-25,2020-06-25,NH,NH,26,0
4896,2020-06-26,2020-06-26,NH,NH,45,0
4897,2020-06-27,2020-06-27,NH,NH,41,0
4898,2020-06-28,2020-06-28,NH,NH,34,0
4899,2020-06-29,2020-06-29,NH,NH,35,93
4900,2020-06-30,2020-06-30,NH,NH,29,0
4901,2020-07-01,2020-07-01,NH,NH,22,0
4902,2020-07-02,2020-07-02,NH,NH,62,0
4903,2020-07-03,2020-07-03,NH,NH,57,0
4904,2020-07-04,2020-07-04,NH,NH,20,59
4905,2020-07-05,2020-07-05,NH,NH,39,0
4906,2020-07-06,2020-07-06,NH,NH,47,0
4907,2020-07-07,2020-07-07,NH,NH,45,0
4908,2020-07-08,2020-07-08,NH,NH,47,0
4909,2020-07-09,2020-07-09,NH,NH,31,0
4910,2020-07-10,2020-07-10,NH,NH,53,0
4911,2020-07-11,2020-07-11,NH,NH,16,0
4912,2020-07-12,2020-07-12,NH,NH,34,0
4913,2020-07-13,2020-07-13,NH,NH,65,0
4914,2020-07-14,2020-07-14,NH,NH,25,47
4915,2020-07-15,2020-07-15,NH,NH,57,0
4916,2020-07-16,2020-07-16,NH,NH,54,0
4917,2020-07-17,2020-07-17,NH,NH,35,51
4918,2020-07-18,2020-07-18,NH,NH,41,0
4919,2020-07-19,2020-07-19,NH,NH,44,0
4920,2020-07-20,2020-07-20,NH,NH,26,50
4921,2020-07-21,2020-07-21,NH,NH,38,0
4922,2020-07-22,2020-07-22,NH,NH,44,99
4923,2020-07-23,2020-07-23,NH,NH,36,48
4924,2020-07-24,2020-07-24,NH,NH,12,0
4925,2020-07-25,2020-07-25,NH,NH,44,0
4926,2020-07-26,2020-07-26,NH,NH,39,0
4927,2020-07-27,2020-07-27,NH,NH,41,0
4928,2020-07-28,2020-07-28,NH,NH,37,0
4929,2020-07-29,2020-07-29,NH,NH,35,52
4930,2020-07-30,2020-07-30,NH,NH,30,51
4931,2020-07-31,2020-07-31,NH,NH,28,0
4932,2020-08-01,2020-08-01,NH,NH,48,0
4933,2020-08-02,2020-08-02,NH,NH,49,0
4934,2020-08-03,2020-08-03,NH,NH,44,0
4935,2020-08-04,2020-08-04,NH,NH,40,0
4936,2020-08-05,2020-08-05,NH,NH,31,0
4937,2020-08-06,2020-08-06,NH,NH,51,52
4938,2020-08-07,2020-08-07,NH,NH,52,0
4939,2020-08-08,2020-08-08,NH,NH,30,0
4940,2020-08-09,2020-08-09,NH,NH,55,58
4941,2020-08-10,2020-08-10,NH,NH,34,0
4942,2020-08-11,2020-08-11,NH,NH,37,0
4943,2020-08-12,2020-08-12,NH,NH,40,0
4944,2020-08-13,2020-08-13,NH,NH,35,0
4945,2020-08-14,2020-08-14,NH,NH,31,53
4946,2020-08-15,2020-08-15,NH,NH,50,0
4947,2020-08-16,2020-08-16,NH,NH,38,0
4948,2020-08-17,2020-08-17,NH,NH,31,51
4949,2020-08-18,2020-08-18,NH,NH,31,0
4950,2020-08-19,2020-08-19,NH,NH,40,0
4951,2020-08-20,2020-08-20,NH,NH,40,0
4952,2020-08-21,2020-08-21,NH,NH,31,0
4953,2020-08-22,2020-08-22,NH,NH,13,0
4954,2020-08-23,2020-08-23,NH,NH,12,0
4955,2020-08-24,2020-08-24,NH,NH,59,0
4956,2020-08-25,2020-08-25,NH,NH,29,0
4957,2020-08-26,2020-08-26,NH,NH,35,0
4958,2020-08-27,2020-08-27,NH,NH,26,50
4959,2020-08-28,2020-08-28,NH,NH,12,53
4960,2020-08-29,2020-08-29,NH,NH,23,52
4961,2020-08-30,2020-08-30,NH,NH,33,0
4962,2020-08-31,2020-08-31,NH,NH,30,0
4963,2020-09-01,2020-09-01,NH,NH,26,49
4964,2020-09-02,2020-09-02,NH,NH,28,0
4965,2020-09-03,2020-09-03,NH,NH,33,0
4966,2020-09-04,2020-09-04,NH,NH,39,53
4967,2020-09-05,2020-09-05,NH,NH,30,0
4968,2020-09-06,2020-09-06,NH,NH,30,0
4969,2020-09-07,2020-09-07,NH,NH,40,0
4970,2020-09-08,2020-09-08,NH,NH,39,0
4971,2020-09-09,2020-09-09,NH,NH,32,0
4972,2020-09-10,2020-09-10,NH,NH,31,0
4973,2020-09-11,2020-09-11,NH,NH,11,97
4974,2020-09-12,2020-09-12,NH,NH,30,0
4975,2020-09-13,2020-09-13,NH,NH,28,0
4976,2020-09-14,2020-09-14,NH,NH,32,0
4977,2020-09-15,2020-09-15,NH,NH,39,0
4978,2020-09-16,2020-09-16,NH,NH,37,0
4979,2020-09-17,2020-09-17,NH,NH,39,0
4980,2020-09-18,2020-09-18,NH,NH,33,0
4981,2020-09-19,2020-09-19,NH,NH,43,0
4982,2020-09-20,2020-09-20,NH,NH,53,0
4983,2020-09-21,2020-09-21,NH,NH,41,0
4984,2020-09-22,2020-09-22,NH,NH,49,0
4985,2020-09-23,2020-09-23,NH,NH,44,0
4986,2020-09-24,2020-09-24,NH,NH,32,94
4987,2020-09-25,2020-09-25,NH,NH,32,0
4988,2020-09-26,2020-09-26,NH,NH,45,61
4989,2020-09-27,2020-09-27,NH,NH,42,57
4990,2020-09-28,2020-09-28,NH,NH,40,0
4991,2020-09-29,2020-09-29,NH,NH,23,0
4992,2020-09-30,2020-09-30,NH,NH,23,50
4993,2020-10-01,2020-10-01,NH,NH,41,52
4994,2020-10-02,2020-10-02,NH,NH,46,100
4995,2020-10-03,2020-10-03,NH,NH,49,59
4996,2020-10-04,2020-10-04,NH,NH,74,0
4997,2020-10-05,2020-10-05,NH,NH,65,0
4998,2020-10-06,2020-10-06,NH,NH,56,0
4999,2020-10-07,2020-10-07,NH,NH,49,0
5000,2020-03-22,2020-03-22,NJ,NJ,100,0
5001,2020-03-23,2020-03-23,NJ,NJ,97,37
5002,2020-03-24,2020-03-24,NJ,NJ,84,62
5003,2020-03-25,2020-03-25,NJ,NJ,82,21
5004,2020-03-26,2020-03-26,NJ,NJ,82,42
5005,2020-03-27,2020-03-27,NJ,NJ,70,0
5006,2020-03-28,2020-03-28,NJ,NJ,81,24
5007,2020-03-29,2020-03-29,NJ,NJ,76,0
5008,2020-03-30,2020-03-30,NJ,NJ,80,49
5009,2020-03-31,2020-03-31,NJ,NJ,62,0
5010,2020-04-01,2020-04-01,NJ,NJ,93,20
5011,2020-04-02,2020-04-02,NJ,NJ,68,0
5012,2020-04-03,2020-04-03,NJ,NJ,72,20
5013,2020-04-04,2020-04-04,NJ,NJ,72,24
5014,2020-04-05,2020-04-05,NJ,NJ,59,36
5015,2020-04-06,2020-04-06,NJ,NJ,67,20
5016,2020-04-07,2020-04-07,NJ,NJ,60,0
5017,2020-04-08,2020-04-08,NJ,NJ,61,30
5018,2020-04-09,2020-04-09,NJ,NJ,55,41
5019,2020-04-10,2020-04-10,NJ,NJ,48,32
5020,2020-04-11,2020-04-11,NJ,NJ,53,24
5021,2020-04-12,2020-04-12,NJ,NJ,48,0
5022,2020-04-13,2020-04-13,NJ,NJ,43,52
5023,2020-04-14,2020-04-14,NJ,NJ,43,20
5024,2020-04-15,2020-04-15,NJ,NJ,46,20
5025,2020-04-16,2020-04-16,NJ,NJ,42,100
5026,2020-04-17,2020-04-17,NJ,NJ,43,40
5027,2020-04-18,2020-04-18,NJ,NJ,44,45
5028,2020-04-19,2020-04-19,NJ,NJ,41,69
5029,2020-04-20,2020-04-20,NJ,NJ,46,38
5030,2020-04-21,2020-04-21,NJ,NJ,41,38
5031,2020-04-22,2020-04-22,NJ,NJ,38,39
5032,2020-04-23,2020-04-23,NJ,NJ,42,48
5033,2020-04-24,2020-04-24,NJ,NJ,29,19
5034,2020-04-25,2020-04-25,NJ,NJ,43,23
5035,2020-04-26,2020-04-26,NJ,NJ,49,22
5036,2020-04-27,2020-04-27,NJ,NJ,45,38
5037,2020-04-28,2020-04-28,NJ,NJ,33,39
5038,2020-04-29,2020-04-29,NJ,NJ,36,29
5039,2020-04-30,2020-04-30,NJ,NJ,40,18
5040,2020-05-01,2020-05-01,NJ,NJ,30,0
5041,2020-05-02,2020-05-02,NJ,NJ,32,48
5042,2020-05-03,2020-05-03,NJ,NJ,31,24
5043,2020-05-04,2020-05-04,NJ,NJ,31,38
5044,2020-05-05,2020-05-05,NJ,NJ,21,18
