,date,date,State,State,covid symptoms,do i have covid
4014,2020-04-05,2020-04-05,MO,MO,44,0
4015,2020-04-06,2020-04-06,MO,MO,38,28
4016,2020-04-07,2020-04-07,MO,MO,45,0
4017,2020-04-08,2020-04-08,MO,MO,27,0
4018,2020-04-09,2020-04-09,MO,MO,27,43
4019,2020-04-10,2020-04-10,MO,MO,40,30
4020,2020-04-11,2020-04-11,MO,MO,33,32
4021,2020-04-12,2020-04-12,MO,MO,36,0
4022,2020-04-13,2020-04-13,MO,MO,28,28
4023,2020-04-14,2020-04-14,MO,MO,35,56
4024,2020-04-15,2020-04-15,MO,MO,33,0
4025,2020-04-16,2020-04-16,MO,MO,18,27
4026,2020-04-17,2020-04-17,MO,MO,28,27
4027,2020-04-18,2020-04-18,MO,MO,23,32
4028,2020-04-19,2020-04-19,MO,MO,19,0
4029,2020-04-20,2020-04-20,MO,MO,25,42
4030,2020-04-21,2020-04-21,MO,MO,19,29
4031,2020-04-22,2020-04-22,MO,MO,25,56
4032,2020-04-23,2020-04-23,MO,MO,27,0
4033,2020-04-24,2020-04-24,MO,MO,24,28
4034,2020-04-25,2020-04-25,MO,MO,20,0
4035,2020-04-26,2020-04-26,MO,MO,19,33
4036,2020-04-27,2020-04-27,MO,MO,25,0
4037,2020-04-28,2020-04-28,MO,MO,24,57
4038,2020-04-29,2020-04-29,MO,MO,23,0
4039,2020-04-30,2020-04-30,MO,MO,17,0
4040,2020-05-01,2020-05-01,MO,MO,20,59
4041,2020-05-02,2020-05-02,MO,MO,19,33
4042,2020-05-03,2020-05-03,MO,MO,12,0
4043,2020-05-04,2020-05-04,MO,MO,21,27
4044,2020-05-05,2020-05-05,MO,MO,18,26
4045,2020-05-06,2020-05-06,MO,MO,21,29
4046,2020-05-07,2020-05-07,MO,MO,16,0
4047,2020-05-08,2020-05-08,MO,MO,20,29
4048,2020-05-09,2020-05-09,MO,MO,15,0
4049,2020-05-10,2020-05-10,MO,MO,22,0
4050,2020-05-11,2020-05-11,MO,MO,26,29
4051,2020-05-12,2020-05-12,MO,MO,22,28
4052,2020-05-13,2020-05-13,MO,MO,24,28
4053,2020-05-14,2020-05-14,MO,MO,17,56
4054,2020-05-15,2020-05-15,MO,MO,19,0
4055,2020-05-16,2020-05-16,MO,MO,9,0
4056,2020-05-17,2020-05-17,MO,MO,15,0
4057,2020-05-18,2020-05-18,MO,MO,11,29
4058,2020-05-19,2020-05-19,MO,MO,26,29
4059,2020-05-20,2020-05-20,MO,MO,13,29
4060,2020-05-21,2020-05-21,MO,MO,16,0
4061,2020-05-22,2020-05-22,MO,MO,19,0
4062,2020-05-23,2020-05-23,MO,MO,23,0
4063,2020-05-24,2020-05-24,MO,MO,11,0
4064,2020-05-25,2020-05-25,MO,MO,18,33
4065,2020-05-26,2020-05-26,MO,MO,28,30
4066,2020-05-27,2020-05-27,MO,MO,23,58
4067,2020-05-28,2020-05-28,MO,MO,20,0
4068,2020-05-29,2020-05-29,MO,MO,22,31
4069,2020-05-30,2020-05-30,MO,MO,17,71
4070,2020-05-31,2020-05-31,MO,MO,17,35
4071,2020-06-01,2020-06-01,MO,MO,24,0
4072,2020-06-02,2020-06-02,MO,MO,17,31
4073,2020-06-03,2020-06-03,MO,MO,19,0
4074,2020-06-04,2020-06-04,MO,MO,22,29
4075,2020-06-05,2020-06-05,MO,MO,16,0
4076,2020-06-06,2020-06-06,MO,MO,20,0
4077,2020-06-07,2020-06-07,MO,MO,18,0
4078,2020-06-08,2020-06-08,MO,MO,22,29
4079,2020-06-09,2020-06-09,MO,MO,18,28
4080,2020-06-10,2020-06-10,MO,MO,16,0
4081,2020-06-11,2020-06-11,MO,MO,18,46
4082,2020-06-12,2020-06-12,MO,MO,14,0
4083,2020-06-13,2020-06-13,MO,MO,13,0
4084,2020-06-14,2020-06-14,MO,MO,17,0
4085,2020-06-15,2020-06-15,MO,MO,20,31
4086,2020-06-16,2020-06-16,MO,MO,27,0
4087,2020-06-17,2020-06-17,MO,MO,28,31
4088,2020-06-18,2020-06-18,MO,MO,24,0
4089,2020-06-19,2020-06-19,MO,MO,22,31
4090,2020-06-20,2020-06-20,MO,MO,17,35
4091,2020-06-21,2020-06-21,MO,MO,21,0
4092,2020-06-22,2020-06-22,MO,MO,30,62
4093,2020-06-23,2020-06-23,MO,MO,45,31
4094,2020-06-24,2020-06-24,MO,MO,42,32
4095,2020-06-25,2020-06-25,MO,MO,50,64
4096,2020-06-26,2020-06-26,MO,MO,43,33
4097,2020-06-27,2020-06-27,MO,MO,42,71
4098,2020-06-28,2020-06-28,MO,MO,41,0
4099,2020-06-29,2020-06-29,MO,MO,54,31
4100,2020-06-30,2020-06-30,MO,MO,65,31
4101,2020-07-01,2020-07-01,MO,MO,64,0
4102,2020-07-02,2020-07-02,MO,MO,69,48
4103,2020-07-03,2020-07-03,MO,MO,57,69
4104,2020-07-04,2020-07-04,MO,MO,63,39
4105,2020-07-05,2020-07-05,MO,MO,61,39
4106,2020-07-06,2020-07-06,MO,MO,76,32
4107,2020-07-07,2020-07-07,MO,MO,77,0
4108,2020-07-08,2020-07-08,MO,MO,80,32
4109,2020-07-09,2020-07-09,MO,MO,81,32
4110,2020-07-10,2020-07-10,MO,MO,72,34
4111,2020-07-11,2020-07-11,MO,MO,67,37
4112,2020-07-12,2020-07-12,MO,MO,63,37
4113,2020-07-13,2020-07-13,MO,MO,88,32
4114,2020-07-14,2020-07-14,MO,MO,72,32
4115,2020-07-15,2020-07-15,MO,MO,79,32
4116,2020-07-16,2020-07-16,MO,MO,68,0
4117,2020-07-17,2020-07-17,MO,MO,54,33
4118,2020-07-18,2020-07-18,MO,MO,41,76
4119,2020-07-19,2020-07-19,MO,MO,51,0
4120,2020-07-20,2020-07-20,MO,MO,49,0
4121,2020-07-21,2020-07-21,MO,MO,64,32
4122,2020-07-22,2020-07-22,MO,MO,44,66
4123,2020-07-23,2020-07-23,MO,MO,52,65
4124,2020-07-24,2020-07-24,MO,MO,59,33
4125,2020-07-25,2020-07-25,MO,MO,52,0
4126,2020-07-26,2020-07-26,MO,MO,55,38
4127,2020-07-27,2020-07-27,MO,MO,66,32
4128,2020-07-28,2020-07-28,MO,MO,52,65
4129,2020-07-29,2020-07-29,MO,MO,57,48
4130,2020-07-30,2020-07-30,MO,MO,49,64
4131,2020-07-31,2020-07-31,MO,MO,47,49
4132,2020-08-01,2020-08-01,MO,MO,52,37
4133,2020-08-02,2020-08-02,MO,MO,39,0
4134,2020-08-03,2020-08-03,MO,MO,71,33
4135,2020-08-04,2020-08-04,MO,MO,50,33
4136,2020-08-05,2020-08-05,MO,MO,54,33
4137,2020-08-06,2020-08-06,MO,MO,47,67
4138,2020-08-07,2020-08-07,MO,MO,57,51
4139,2020-08-08,2020-08-08,MO,MO,48,37
4140,2020-08-09,2020-08-09,MO,MO,45,37
4141,2020-08-10,2020-08-10,MO,MO,49,65
4142,2020-08-11,2020-08-11,MO,MO,60,49
4143,2020-08-12,2020-08-12,MO,MO,38,50
4144,2020-08-13,2020-08-13,MO,MO,45,0
4145,2020-08-14,2020-08-14,MO,MO,41,34
4146,2020-08-15,2020-08-15,MO,MO,39,0
4147,2020-08-16,2020-08-16,MO,MO,38,0
4148,2020-08-17,2020-08-17,MO,MO,53,33
4149,2020-08-18,2020-08-18,MO,MO,55,0
4150,2020-08-19,2020-08-19,MO,MO,55,0
4151,2020-08-20,2020-08-20,MO,MO,43,34
4152,2020-08-21,2020-08-21,MO,MO,40,0
4153,2020-08-22,2020-08-22,MO,MO,38,38
4154,2020-08-23,2020-08-23,MO,MO,30,37
4155,2020-08-24,2020-08-24,MO,MO,58,32
4156,2020-08-25,2020-08-25,MO,MO,46,78
4157,2020-08-26,2020-08-26,MO,MO,44,31
4158,2020-08-27,2020-08-27,MO,MO,35,0
4159,2020-08-28,2020-08-28,MO,MO,50,62
4160,2020-08-29,2020-08-29,MO,MO,34,0
4161,2020-08-30,2020-08-30,MO,MO,45,36
4162,2020-08-31,2020-08-31,MO,MO,72,0
4163,2020-09-01,2020-09-01,MO,MO,51,29
4164,2020-09-02,2020-09-02,MO,MO,41,30
4165,2020-09-03,2020-09-03,MO,MO,40,30
4166,2020-09-04,2020-09-04,MO,MO,50,31
4167,2020-09-05,2020-09-05,MO,MO,57,37
4168,2020-09-06,2020-09-06,MO,MO,52,37
4169,2020-09-07,2020-09-07,MO,MO,47,35
4170,2020-09-08,2020-09-08,MO,MO,41,73
4171,2020-09-09,2020-09-09,MO,MO,53,29
4172,2020-09-10,2020-09-10,MO,MO,29,0
4173,2020-09-11,2020-09-11,MO,MO,36,0
4174,2020-09-12,2020-09-12,MO,MO,35,0
4175,2020-09-13,2020-09-13,MO,MO,37,0
4176,2020-09-14,2020-09-14,MO,MO,39,30
4177,2020-09-15,2020-09-15,MO,MO,51,0
4178,2020-09-16,2020-09-16,MO,MO,39,0
4179,2020-09-17,2020-09-17,MO,MO,43,30
4180,2020-09-18,2020-09-18,MO,MO,36,31
4181,2020-09-19,2020-09-19,MO,MO,47,38
4182,2020-09-20,2020-09-20,MO,MO,43,36
4183,2020-09-21,2020-09-21,MO,MO,51,45
4184,2020-09-22,2020-09-22,MO,MO,38,0
4185,2020-09-23,2020-09-23,MO,MO,55,60
4186,2020-09-24,2020-09-24,MO,MO,47,0
4187,2020-09-25,2020-09-25,MO,MO,33,34
4188,2020-09-26,2020-09-26,MO,MO,40,40
4189,2020-09-27,2020-09-27,MO,MO,42,0
4190,2020-09-28,2020-09-28,MO,MO,56,64
4191,2020-09-29,2020-09-29,MO,MO,46,32
4192,2020-09-30,2020-09-30,MO,MO,59,100
4193,2020-10-01,2020-10-01,MO,MO,47,32
4194,2020-10-02,2020-10-02,MO,MO,45,33
4195,2020-10-03,2020-10-03,MO,MO,70,39
4196,2020-10-04,2020-10-04,MO,MO,53,39
4197,2020-10-05,2020-10-05,MO,MO,48,66
4198,2020-10-06,2020-10-06,MO,MO,55,0
4199,2020-10-07,2020-10-07,MO,MO,62,0
4200,2020-03-22,2020-03-22,MT,MT,55,0
4201,2020-03-23,2020-03-23,MT,MT,56,0
4202,2020-03-24,2020-03-24,MT,MT,61,0
4203,2020-03-25,2020-03-25,MT,MT,67,0
4204,2020-03-26,2020-03-26,MT,MT,49,0
4205,2020-03-27,2020-03-27,MT,MT,51,0
4206,2020-03-28,2020-03-28,MT,MT,42,0
4207,2020-03-29,2020-03-29,MT,MT,52,0
4208,2020-03-30,2020-03-30,MT,MT,31,72
4209,2020-03-31,2020-03-31,MT,MT,51,0
4210,2020-04-01,2020-04-01,MT,MT,51,0
4211,2020-04-02,2020-04-02,MT,MT,35,0
4212,2020-04-03,2020-04-03,MT,MT,72,0
4213,2020-04-04,2020-04-04,MT,MT,19,0
4214,2020-04-05,2020-04-05,MT,MT,42,0
4215,2020-04-06,2020-04-06,MT,MT,59,0
4216,2020-04-07,2020-04-07,MT,MT,40,0
4217,2020-04-08,2020-04-08,MT,MT,19,77
4218,2020-04-09,2020-04-09,MT,MT,38,0
4219,2020-04-10,2020-04-10,MT,MT,34,0
4220,2020-04-11,2020-04-11,MT,MT,31,0
4221,2020-04-12,2020-04-12,MT,MT,21,0
4222,2020-04-13,2020-04-13,MT,MT,37,0
4223,2020-04-14,2020-04-14,MT,MT,27,0
4224,2020-04-15,2020-04-15,MT,MT,16,0
4225,2020-04-16,2020-04-16,MT,MT,31,0
4226,2020-04-17,2020-04-17,MT,MT,18,77
4227,2020-04-18,2020-04-18,MT,MT,28,0
4228,2020-04-19,2020-04-19,MT,MT,14,0
4229,2020-04-20,2020-04-20,MT,MT,12,0
4230,2020-04-21,2020-04-21,MT,MT,12,78
4231,2020-04-22,2020-04-22,MT,MT,12,0
4232,2020-04-23,2020-04-23,MT,MT,12,0
4233,2020-04-24,2020-04-24,MT,MT,12,0
4234,2020-04-25,2020-04-25,MT,MT,44,0
4235,2020-04-26,2020-04-26,MT,MT,36,0
4236,2020-04-27,2020-04-27,MT,MT,28,0
4237,2020-04-28,2020-04-28,MT,MT,24,0
4238,2020-04-29,2020-04-29,MT,MT,17,79
4239,2020-04-30,2020-04-30,MT,MT,12,0
4240,2020-05-01,2020-05-01,MT,MT,17,0
4241,2020-05-02,2020-05-02,MT,MT,23,95
4242,2020-05-03,2020-05-03,MT,MT,21,0
4243,2020-05-04,2020-05-04,MT,MT,12,0
4244,2020-05-05,2020-05-05,MT,MT,12,73
4245,2020-05-06,2020-05-06,MT,MT,12,0
4246,2020-05-07,2020-05-07,MT,MT,36,0
4247,2020-05-08,2020-05-08,MT,MT,19,0
4248,2020-05-09,2020-05-09,MT,MT,23,0
4249,2020-05-10,2020-05-10,MT,MT,0,0
4250,2020-05-11,2020-05-11,MT,MT,12,0
4251,2020-05-12,2020-05-12,MT,MT,30,0
4252,2020-05-13,2020-05-13,MT,MT,18,77
4253,2020-05-14,2020-05-14,MT,MT,19,77
4254,2020-05-15,2020-05-15,MT,MT,17,0
4255,2020-05-16,2020-05-16,MT,MT,26,0
4256,2020-05-17,2020-05-17,MT,MT,0,0
4257,2020-05-18,2020-05-18,MT,MT,19,0
4258,2020-05-19,2020-05-19,MT,MT,13,0
4259,2020-05-20,2020-05-20,MT,MT,19,0
4260,2020-05-21,2020-05-21,MT,MT,25,0
4261,2020-05-22,2020-05-22,MT,MT,13,0
4262,2020-05-23,2020-05-23,MT,MT,23,0
4263,2020-05-24,2020-05-24,MT,MT,16,0
4264,2020-05-25,2020-05-25,MT,MT,16,0
4265,2020-05-26,2020-05-26,MT,MT,18,0
4266,2020-05-27,2020-05-27,MT,MT,26,0
4267,2020-05-28,2020-05-28,MT,MT,13,0
4268,2020-05-29,2020-05-29,MT,MT,20,0
4269,2020-05-30,2020-05-30,MT,MT,24,0
4270,2020-05-31,2020-05-31,MT,MT,0,98
4271,2020-06-01,2020-06-01,MT,MT,13,82
4272,2020-06-02,2020-06-02,MT,MT,13,0
4273,2020-06-03,2020-06-03,MT,MT,0,0
4274,2020-06-04,2020-06-04,MT,MT,26,0
4275,2020-06-05,2020-06-05,MT,MT,14,0
4276,2020-06-06,2020-06-06,MT,MT,22,0
4277,2020-06-07,2020-06-07,MT,MT,14,0
4278,2020-06-08,2020-06-08,MT,MT,23,74
4279,2020-06-09,2020-06-09,MT,MT,12,0
4280,2020-06-10,2020-06-10,MT,MT,13,0
4281,2020-06-11,2020-06-11,MT,MT,27,0
4282,2020-06-12,2020-06-12,MT,MT,43,0
4283,2020-06-13,2020-06-13,MT,MT,0,97
4284,2020-06-14,2020-06-14,MT,MT,30,0
4285,2020-06-15,2020-06-15,MT,MT,26,0
4286,2020-06-16,2020-06-16,MT,MT,32,0
4287,2020-06-17,2020-06-17,MT,MT,25,0
4288,2020-06-18,2020-06-18,MT,MT,33,0
4289,2020-06-19,2020-06-19,MT,MT,14,0
4290,2020-06-20,2020-06-20,MT,MT,17,0
4291,2020-06-21,2020-06-21,MT,MT,33,100
4292,2020-06-22,2020-06-22,MT,MT,41,87
4293,2020-06-23,2020-06-23,MT,MT,39,0
4294,2020-06-24,2020-06-24,MT,MT,41,85
4295,2020-06-25,2020-06-25,MT,MT,18,0
4296,2020-06-26,2020-06-26,MT,MT,33,0
4297,2020-06-27,2020-06-27,MT,MT,54,0
4298,2020-06-28,2020-06-28,MT,MT,48,0
4299,2020-06-29,2020-06-29,MT,MT,49,0
4300,2020-06-30,2020-06-30,MT,MT,55,0
4301,2020-07-01,2020-07-01,MT,MT,100,0
4302,2020-07-02,2020-07-02,MT,MT,64,90
4303,2020-07-03,2020-07-03,MT,MT,60,0
4304,2020-07-04,2020-07-04,MT,MT,34,0
4305,2020-07-05,2020-07-05,MT,MT,24,0
4306,2020-07-06,2020-07-06,MT,MT,58,0
4307,2020-07-07,2020-07-07,MT,MT,46,79
4308,2020-07-08,2020-07-08,MT,MT,75,0
4309,2020-07-09,2020-07-09,MT,MT,69,0
4310,2020-07-10,2020-07-10,MT,MT,56,0
4311,2020-07-11,2020-07-11,MT,MT,49,0
4312,2020-07-12,2020-07-12,MT,MT,63,0
4313,2020-07-13,2020-07-13,MT,MT,48,0
4314,2020-07-14,2020-07-14,MT,MT,49,0
4315,2020-07-15,2020-07-15,MT,MT,45,0
4316,2020-07-16,2020-07-16,MT,MT,32,0
4317,2020-07-17,2020-07-17,MT,MT,56,0
4318,2020-07-18,2020-07-18,MT,MT,39,0
4319,2020-07-19,2020-07-19,MT,MT,53,0
4320,2020-07-20,2020-07-20,MT,MT,27,0
4321,2020-07-21,2020-07-21,MT,MT,54,0
4322,2020-07-22,2020-07-22,MT,MT,39,0
4323,2020-07-23,2020-07-23,MT,MT,22,0
4324,2020-07-24,2020-07-24,MT,MT,46,0
4325,2020-07-25,2020-07-25,MT,MT,22,0
4326,2020-07-26,2020-07-26,MT,MT,50,0
4327,2020-07-27,2020-07-27,MT,MT,45,0
4328,2020-07-28,2020-07-28,MT,MT,27,0
4329,2020-07-29,2020-07-29,MT,MT,53,0
4330,2020-07-30,2020-07-30,MT,MT,34,0
4331,2020-07-31,2020-07-31,MT,MT,35,0
4332,2020-08-01,2020-08-01,MT,MT,27,0
4333,2020-08-02,2020-08-02,MT,MT,32,0
4334,2020-08-03,2020-08-03,MT,MT,20,0
4335,2020-08-04,2020-08-04,MT,MT,26,0
4336,2020-08-05,2020-08-05,MT,MT,47,0
4337,2020-08-06,2020-08-06,MT,MT,31,0
4338,2020-08-07,2020-08-07,MT,MT,37,0
4339,2020-08-08,2020-08-08,MT,MT,32,0
4340,2020-08-09,2020-08-09,MT,MT,43,0
4341,2020-08-10,2020-08-10,MT,MT,48,0
4342,2020-08-11,2020-08-11,MT,MT,31,0
4343,2020-08-12,2020-08-12,MT,MT,31,0
4344,2020-08-13,2020-08-13,MT,MT,18,0
4345,2020-08-14,2020-08-14,MT,MT,49,0
4346,2020-08-15,2020-08-15,MT,MT,33,0
4347,2020-08-16,2020-08-16,MT,MT,27,0
4348,2020-08-17,2020-08-17,MT,MT,22,0
4349,2020-08-18,2020-08-18,MT,MT,26,0
4350,2020-08-19,2020-08-19,MT,MT,13,0
4351,2020-08-20,2020-08-20,MT,MT,33,0
4352,2020-08-21,2020-08-21,MT,MT,14,0
4353,2020-08-22,2020-08-22,MT,MT,31,0
4354,2020-08-23,2020-08-23,MT,MT,31,0
4355,2020-08-24,2020-08-24,MT,MT,26,0
4356,2020-08-25,2020-08-25,MT,MT,25,80
4357,2020-08-26,2020-08-26,MT,MT,21,0
4358,2020-08-27,2020-08-27,MT,MT,32,0
4359,2020-08-28,2020-08-28,MT,MT,27,0
4360,2020-08-29,2020-08-29,MT,MT,27,0
4361,2020-08-30,2020-08-30,MT,MT,30,0
4362,2020-08-31,2020-08-31,MT,MT,59,0
4363,2020-09-01,2020-09-01,MT,MT,32,0
4364,2020-09-02,2020-09-02,MT,MT,29,0
4365,2020-09-03,2020-09-03,MT,MT,32,0
4366,2020-09-04,2020-09-04,MT,MT,27,0
4367,2020-09-05,2020-09-05,MT,MT,42,0
4368,2020-09-06,2020-09-06,MT,MT,26,0
4369,2020-09-07,2020-09-07,MT,MT,22,0
4370,2020-09-08,2020-09-08,MT,MT,24,0
4371,2020-09-09,2020-09-09,MT,MT,19,0
4372,2020-09-10,2020-09-10,MT,MT,34,0
4373,2020-09-11,2020-09-11,MT,MT,46,0
4374,2020-09-12,2020-09-12,MT,MT,21,0
4375,2020-09-13,2020-09-13,MT,MT,34,0
4376,2020-09-14,2020-09-14,MT,MT,43,0
4377,2020-09-15,2020-09-15,MT,MT,28,0
4378,2020-09-16,2020-09-16,MT,MT,41,0
4379,2020-09-17,2020-09-17,MT,MT,33,0
4380,2020-09-18,2020-09-18,MT,MT,30,81
4381,2020-09-19,2020-09-19,MT,MT,20,0
4382,2020-09-20,2020-09-20,MT,MT,58,0
4383,2020-09-21,2020-09-21,MT,MT,66,0
4384,2020-09-22,2020-09-22,MT,MT,46,78
4385,2020-09-23,2020-09-23,MT,MT,30,0
4386,2020-09-24,2020-09-24,MT,MT,37,0
4387,2020-09-25,2020-09-25,MT,MT,47,0
4388,2020-09-26,2020-09-26,MT,MT,64,0
4389,2020-09-27,2020-09-27,MT,MT,62,97
4390,2020-09-28,2020-09-28,MT,MT,82,0
4391,2020-09-29,2020-09-29,MT,MT,42,0
4392,2020-09-30,2020-09-30,MT,MT,45,87
4393,2020-10-01,2020-10-01,MT,MT,24,0
4394,2020-10-02,2020-10-02,MT,MT,71,90
4395,2020-10-03,2020-10-03,MT,MT,89,0
4396,2020-10-04,2020-10-04,MT,MT,53,0
4397,2020-10-05,2020-10-05,MT,MT,82,0
4398,2020-10-06,2020-10-06,MT,MT,81,86
4399,2020-10-07,2020-10-07,MT,MT,50,0
4400,2020-03-22,2020-03-22,NE,NE,42,34
4401,2020-03-23,2020-03-23,NE,NE,44,0
4402,2020-03-24,2020-03-24,NE,NE,66,0
4403,2020-03-25,2020-03-25,NE,NE,42,0
4404,2020-03-26,2020-03-26,NE,NE,73,30
4405,2020-03-27,2020-03-27,NE,NE,71,0
4406,2020-03-28,2020-03-28,NE,NE,40,0
4407,2020-03-29,2020-03-29,NE,NE,42,0
4408,2020-03-30,2020-03-30,NE,NE,62,0
4409,2020-03-31,2020-03-31,NE,NE,47,0
4410,2020-04-01,2020-04-01,NE,NE,57,0
4411,2020-04-02,2020-04-02,NE,NE,40,0
4412,2020-04-03,2020-04-03,NE,NE,42,0
4413,2020-04-04,2020-04-04,NE,NE,66,33
4414,2020-04-05,2020-04-05,NE,NE,39,0
4415,2020-04-06,2020-04-06,NE,NE,64,0
4416,2020-04-07,2020-04-07,NE,NE,44,0
4417,2020-04-08,2020-04-08,NE,NE,32,0
4418,2020-04-09,2020-04-09,NE,NE,47,0
4419,2020-04-10,2020-04-10,NE,NE,38,0
4420,2020-04-11,2020-04-11,NE,NE,32,0
4421,2020-04-12,2020-04-12,NE,NE,28,33
4422,2020-04-13,2020-04-13,NE,NE,41,0
4423,2020-04-14,2020-04-14,NE,NE,28,0
4424,2020-04-15,2020-04-15,NE,NE,32,0
4425,2020-04-16,2020-04-16,NE,NE,26,27
4426,2020-04-17,2020-04-17,NE,NE,26,28
4427,2020-04-18,2020-04-18,NE,NE,21,33
4428,2020-04-19,2020-04-19,NE,NE,13,0
4429,2020-04-20,2020-04-20,NE,NE,22,0
4430,2020-04-21,2020-04-21,NE,NE,14,0
4431,2020-04-22,2020-04-22,NE,NE,16,0
4432,2020-04-23,2020-04-23,NE,NE,25,29
4433,2020-04-24,2020-04-24,NE,NE,22,0
4434,2020-04-25,2020-04-25,NE,NE,28,0
4435,2020-04-26,2020-04-26,NE,NE,16,0
4436,2020-04-27,2020-04-27,NE,NE,27,0
4437,2020-04-28,2020-04-28,NE,NE,31,0
4438,2020-04-29,2020-04-29,NE,NE,16,0
4439,2020-04-30,2020-04-30,NE,NE,32,0
4440,2020-05-01,2020-05-01,NE,NE,28,0
4441,2020-05-02,2020-05-02,NE,NE,21,0
4442,2020-05-03,2020-05-03,NE,NE,14,0
4443,2020-05-04,2020-05-04,NE,NE,22,0
4444,2020-05-05,2020-05-05,NE,NE,33,0
4445,2020-05-06,2020-05-06,NE,NE,31,29
4446,2020-05-07,2020-05-07,NE,NE,24,0
4447,2020-05-08,2020-05-08,NE,NE,39,0
4448,2020-05-09,2020-05-09,NE,NE,31,33
4449,2020-05-10,2020-05-10,NE,NE,29,100
4450,2020-05-11,2020-05-11,NE,NE,34,0
4451,2020-05-12,2020-05-12,NE,NE,34,29
4452,2020-05-13,2020-05-13,NE,NE,36,29
4453,2020-05-14,2020-05-14,NE,NE,25,0
4454,2020-05-15,2020-05-15,NE,NE,12,31
4455,2020-05-16,2020-05-16,NE,NE,34,0
4456,2020-05-17,2020-05-17,NE,NE,16,0
4457,2020-05-18,2020-05-18,NE,NE,33,0
4458,2020-05-19,2020-05-19,NE,NE,31,0
4459,2020-05-20,2020-05-20,NE,NE,43,61
4460,2020-05-21,2020-05-21,NE,NE,17,61
4461,2020-05-22,2020-05-22,NE,NE,36,30
4462,2020-05-23,2020-05-23,NE,NE,17,0
4463,2020-05-24,2020-05-24,NE,NE,30,0
4464,2020-05-25,2020-05-25,NE,NE,41,33
4465,2020-05-26,2020-05-26,NE,NE,31,0
4466,2020-05-27,2020-05-27,NE,NE,19,0
4467,2020-05-28,2020-05-28,NE,NE,34,0
4468,2020-05-29,2020-05-29,NE,NE,28,0
4469,2020-05-30,2020-05-30,NE,NE,21,0
4470,2020-05-31,2020-05-31,NE,NE,22,0
4471,2020-06-01,2020-06-01,NE,NE,39,0
4472,2020-06-02,2020-06-02,NE,NE,22,32
4473,2020-06-03,2020-06-03,NE,NE,33,0
4474,2020-06-04,2020-06-04,NE,NE,19,0
4475,2020-06-05,2020-06-05,NE,NE,21,0
4476,2020-06-06,2020-06-06,NE,NE,37,0
4477,2020-06-07,2020-06-07,NE,NE,33,0
4478,2020-06-08,2020-06-08,NE,NE,23,0
4479,2020-06-09,2020-06-09,NE,NE,34,0
4480,2020-06-10,2020-06-10,NE,NE,17,0
4481,2020-06-11,2020-06-11,NE,NE,38,0
4482,2020-06-12,2020-06-12,NE,NE,31,0
4483,2020-06-13,2020-06-13,NE,NE,24,0
4484,2020-06-14,2020-06-14,NE,NE,23,0
4485,2020-06-15,2020-06-15,NE,NE,37,0
4486,2020-06-16,2020-06-16,NE,NE,39,0
4487,2020-06-17,2020-06-17,NE,NE,23,0
4488,2020-06-18,2020-06-18,NE,NE,35,0
4489,2020-06-19,2020-06-19,NE,NE,23,0
4490,2020-06-20,2020-06-20,NE,NE,38,0
4491,2020-06-21,2020-06-21,NE,NE,23,0
4492,2020-06-22,2020-06-22,NE,NE,35,32
4493,2020-06-23,2020-06-23,NE,NE,28,0
4494,2020-06-24,2020-06-24,NE,NE,31,33
4495,2020-06-25,2020-06-25,NE,NE,54,0
4496,2020-06-26,2020-06-26,NE,NE,45,0
4497,2020-06-27,2020-06-27,NE,NE,39,0
4498,2020-06-28,2020-06-28,NE,NE,38,36
4499,2020-06-29,2020-06-29,NE,NE,84,33
4500,2020-06-30,2020-06-30,NE,NE,82,33
4501,2020-07-01,2020-07-01,NE,NE,53,34
4502,2020-07-02,2020-07-02,NE,NE,58,33
4503,2020-07-03,2020-07-03,NE,NE,41,38
4504,2020-07-04,2020-07-04,NE,NE,37,0
4505,2020-07-05,2020-07-05,NE,NE,49,0
4506,2020-07-06,2020-07-06,NE,NE,56,65
4507,2020-07-07,2020-07-07,NE,NE,57,33
4508,2020-07-08,2020-07-08,NE,NE,58,0
4509,2020-07-09,2020-07-09,NE,NE,61,0
4510,2020-07-10,2020-07-10,NE,NE,56,0
4511,2020-07-11,2020-07-11,NE,NE,39,0
4512,2020-07-12,2020-07-12,NE,NE,46,38
4513,2020-07-13,2020-07-13,NE,NE,54,0
4514,2020-07-14,2020-07-14,NE,NE,83,0
4515,2020-07-15,2020-07-15,NE,NE,79,34
4516,2020-07-16,2020-07-16,NE,NE,79,34
4517,2020-07-17,2020-07-17,NE,NE,57,0
4518,2020-07-18,2020-07-18,NE,NE,49,0
4519,2020-07-19,2020-07-19,NE,NE,40,39
4520,2020-07-20,2020-07-20,NE,NE,37,34
4521,2020-07-21,2020-07-21,NE,NE,40,33
4522,2020-07-22,2020-07-22,NE,NE,37,0
4523,2020-07-23,2020-07-23,NE,NE,56,0
4524,2020-07-24,2020-07-24,NE,NE,35,35
4525,2020-07-25,2020-07-25,NE,NE,45,0
4526,2020-07-26,2020-07-26,NE,NE,53,38
4527,2020-07-27,2020-07-27,NE,NE,60,0
4528,2020-07-28,2020-07-28,NE,NE,55,68
4529,2020-07-29,2020-07-29,NE,NE,47,0
4530,2020-07-30,2020-07-30,NE,NE,42,0
